Freq,Vac
1000,0.0356911520189282
1029.57556731251,0.0158407485086675
1060.02584880688,0.00236831713484473
1091.37671465127,0.0127391336385814
1123.65480013875,0.0196709360590463
1156.88752831628,0.00986510993123063
1191.10313328301,0.00975226573141526
1226.33068417756,0.0125872200485211
1262.60010987486,0.0109671445429314
1299.94222441325,-0.00329940029973923
1338.38875317376,-0.00842801089368916
1377.97235983356,-0.00135727276500266
1418.7266741166,-0.00299200596101586
1460.68632036499,-0.0121635148754169
1503.88694695541,-5.49797361392572E-05
1548.3652565855,-0.0191192700837747
1594.159037456,-0.0146640481434315
1641.30719537513,-0.0167600721861653
1689.84978681246,-0.0351048758226104
1739.82805293037,-0.0331450401390153
1791.28445462201,-0.0392203062861026
1844.26270858554,-0.0297141242148183
1898.80782446527,-0.049104241976379
1954.96614309126,-0.0594642744892068
2012.78537584994,-0.0543948785514787
2072.31464521903,-0.050619203133437
2133.60452650142,-0.0685817710673385
2196.70709079324,-0.0691974350549434
2261.67594922287,-0.0801143058658596
2328.5662984982,-0.0883199126319602
2397.43496780108,-0.122697256863223
2468.34046706866,-0.172418337492647
2541.34303670264,-0.239769560481165
2616.50469874883,-0.365457876806999
2693.88930959018,-0.578895095189942
2773.56261419842,-0.890057835185226
2855.59230199012,-1.344184662792
2940.04806433472,-1.9939590436725
3027.00165376347,-2.85200821764215
3116.52694492944,-3.9964589015352
3208.69999737046,-5.41186263870194
3303.59912012835,-7.33835563175593
3401.30493827926,-9.330550566922
3501.90046143172,-11.6511026996938
3605.47115425052,-13.9812680863965
3712.10500906637,-16.3723791811622
3821.89262063313,-17.6435554430211
3934.92726309586,-17.7617310817704
4051.3049692354,-18.9163309125639
4171.12461205653,-19.3554012612026
4294.48798878929,-18.7507292295803
4421.49990737451,-19.4395387357936
4552.26827550733,-19.5442911809345
4686.90419231421,-18.1094377510583
4825.5220427413,-17.5181312147297
4968.23959473441,-18.3876953446473
5115.17809929317,-17.1222508604949
5266.4623934843,-20.1232678783838
5422.22100650161,-20.1048847698293
5582.58626886272,-19.2872209464192
5747.69442483538,-20.338748662951
5917.68574818885,-19.5950731366902
6092.70466136871,-19.4186849346168
6272.89985819628,-19.8870243710311
6458.42443019701,-19.6100495882452
6649.43599666508,-18.5689791344522
6846.09683857469,-18.2171452733701
7048.57403645194,-14.5886377441755
7257.03961232425,-10.1986040940445
7471.67067586812,-6.99687445383146
7692.64957487918,-3.92693876103578
7920.16405019259,-2.18661620986321
8154.40739518521,-1.47977441211414
8395.57861999516,-1.33180907294972
8643.88262059832,-1.37208423486062
8899.53035288528,-1.44311432551305
9162.73901188679,-1.48660879680915
9433.73221629983,-1.57989645007032
9712.74019847123,-1.67392933590429
10000.0000000001,-1.74422310860959
