x-axis,1,2
-9.900000E-03,+1.650533885E+00,+2.066619321E+00
-9.898750E-03,+1.957066545E+00,+2.453553990E+00
-9.897500E-03,+3.967116775E+00,+4.418378090E+00
-9.896250E-03,-47.958559E-03,-104.234927E-03
-9.895000E-03,+4.384202198E+00,+4.905815270E+00
-9.893750E-03,+1.590232379E+00,+2.006317814E+00
-9.892500E-03,+1.479679616E+00,+1.946016307E+00
-9.891250E-03,+4.670634356E+00,+4.940991149E+00
-9.890000E-03,+22.393199E-03,+111.845473E-03
-9.888750E-03,+3.700785120E+00,+4.202297690E+00
-9.887500E-03,+2.318875587E+00,+2.689734892E+00
-9.886250E-03,+1.233448463E+00,+1.624408270E+00
-9.885000E-03,+4.404302700E+00,+4.805312759E+00
-9.883750E-03,-42.933433E-03,-124.335429E-03
-9.882500E-03,+4.494754960E+00,+4.930940898E+00
-9.881250E-03,+1.479679616E+00,+1.835463545E+00
-9.880000E-03,+1.756061523E+00,+2.147021330E+00
-9.878750E-03,+4.308825314E+00,+4.644508741E+00
-9.877500E-03,-22.832931E-03,-69.059048E-03
-9.876250E-03,+4.323900691E+00,+4.739986126E+00
-9.875000E-03,+1.705810267E+00,+2.026418316E+00
-9.873750E-03,+1.700785141E+00,+2.076669572E+00
-9.872500E-03,+4.550031342E+00,+4.910840396E+00
-9.871250E-03,-52.983684E-03,-139.410806E-03
-9.870000E-03,+3.901790143E+00,+4.272649448E+00
-9.868750E-03,+2.017368052E+00,+2.267624344E+00
-9.867500E-03,+1.831438406E+00,+2.116870577E+00
-9.866250E-03,+3.972141901E+00,+4.252548946E+00
-9.865000E-03,+112.845460E-03,+297.775119E-03
-9.863750E-03,+4.967116764E+00,+5.071644414E+00
-9.862500E-03,+921.890677E-03,+1.167121843E+00
-9.861250E-03,+2.283699708E+00,+2.604307757E+00
-9.860000E-03,+4.007317780E+00,+4.262599197E+00
-9.858750E-03,-17.807805E-03,-94.184676E-03
-9.857500E-03,+4.389227323E+00,+4.709835373E+00
-9.856250E-03,+1.806312778E+00,+1.991242437E+00
-9.855000E-03,+2.127920815E+00,+2.343001228E+00
-9.853750E-03,+3.846513761E+00,+4.096770053E+00
-9.852500E-03,-12.782680E-03,-79.109299E-03
-9.851250E-03,+4.856564002E+00,+5.136971047E+00
-9.850000E-03,+1.148021328E+00,+1.282699731E+00
-9.848750E-03,+2.881689651E+00,+3.086719813E+00
-9.847500E-03,+3.163096683E+00,+3.337976091E+00
-9.846250E-03,+620.383143E-03,+704.810290E-03
-9.845000E-03,+5.012342895E+00,+5.116870545E+00
-9.843750E-03,+364.101739E-03,+473.654514E-03
-9.842500E-03,+3.288724823E+00,+3.483704733E+00
-9.841250E-03,+2.866614274E+00,+3.011342929E+00
-9.840000E-03,+1.077669570E+00,+1.202297722E+00
-9.838750E-03,+5.047518774E+00,+5.076669540E+00
-9.837500E-03,-22.832931E-03,+41.493715E-03
-9.836250E-03,+3.957066524E+00,+4.121895681E+00
-9.835000E-03,+1.926915792E+00,+2.011342940E+00
-9.833750E-03,+2.253548954E+00,+2.353051479E+00
-9.832500E-03,+3.811337882E+00,+3.940991160E+00
-9.831250E-03,+142.996213E-03,+202.297733E-03
-9.830000E-03,+5.087719778E+00,+5.121895670E+00
-9.828750E-03,+720.885654E-03,+765.111797E-03
-9.827500E-03,+2.841488647E+00,+2.935966045E+00
-9.826250E-03,+3.680684617E+00,+3.760086640E+00
-9.825000E-03,+22.393199E-03,-13.782667E-03
-9.823750E-03,+5.132945908E+00,+5.227423307E+00
-9.822500E-03,+1.117870575E+00,+1.121895713E+00
-9.821250E-03,+3.012342916E+00,+3.066619310E+00
-9.820000E-03,+3.102795176E+00,+3.141996194E+00
-9.818750E-03,+831.438417E-03,+800.287676E-03
-9.817500E-03,+4.947016262E+00,+5.001292656E+00
-9.816250E-03,+670.634399E-03,+644.508784E-03
-9.815000E-03,+3.077669548E+00,+3.101795189E+00
-9.813750E-03,+3.047518795E+00,+3.056569059E+00
-9.812500E-03,+1.107820323E+00,+1.081694708E+00
-9.811250E-03,+5.037468522E+00,+5.061594163E+00
-9.810000E-03,+228.423348E-03,+162.096728E-03
-9.808750E-03,+3.585207231E+00,+3.589232370E+00
-9.807500E-03,+2.776162014E+00,+2.755061525E+00
-9.806250E-03,+1.313850472E+00,+1.252548978E+00
-9.805000E-03,+5.052543899E+00,+5.051543912E+00
-9.803750E-03,-138.410819E-03,-229.863066E-03
-9.802500E-03,+4.022393156E+00,+4.006317793E+00
-9.801250E-03,+2.419378098E+00,+2.353051479E+00
-9.800000E-03,+1.570131876E+00,+1.493755006E+00
-9.798750E-03,+4.796262495E+00,+4.785212257E+00
-9.797500E-03,-98.209814E-03,-219.812815E-03
-9.796250E-03,+4.555056467E+00,+4.513855476E+00
-9.795000E-03,+1.806312778E+00,+1.709835405E+00
-9.793750E-03,+2.097770062E+00,+2.006317814E+00
-9.792500E-03,+4.635458477E+00,+4.619383113E+00
-9.791250E-03,-138.410819E-03,-275.089196E-03
-9.790000E-03,+4.354051444E+00,+4.292749950E+00
-9.788750E-03,+2.132945941E+00,+2.021393191E+00
-9.787500E-03,+1.756061523E+00,+1.644508773E+00
-9.786250E-03,+5.007317769E+00,+4.951041401E+00
-9.785000E-03,-108.260065E-03,-239.913317E-03
-9.783750E-03,+4.107820291E+00,+4.031443420E+00
-9.782500E-03,+2.434453475E+00,+2.327925851E+00
-9.781250E-03,+1.645508760E+00,+1.523905759E+00
-9.780000E-03,+4.901790132E+00,+4.830438387E+00
-9.778750E-03,-163.536447E-03,-280.114322E-03
-9.777500E-03,+4.112845417E+00,+4.031443420E+00
-9.776250E-03,+2.369126843E+00,+2.257574093E+00
-9.775000E-03,+1.811337904E+00,+1.689734903E+00
-9.773750E-03,+4.635458476E+00,+4.559081606E+00
-9.772500E-03,-103.234940E-03,-229.863066E-03
-9.771250E-03,+4.776161992E+00,+4.699785122E+00
-9.770000E-03,+1.670634388E+00,+1.518880634E+00
-9.768750E-03,+2.163096694E+00,+2.021393191E+00
-9.767500E-03,+4.680684607E+00,+4.579182108E+00
-9.766250E-03,-88.159563E-03,-214.787690E-03
-9.765000E-03,+4.323900691E+00,+4.212347941E+00
-9.763750E-03,+2.218373075E+00,+2.056569070E+00
-9.762500E-03,+1.746011271E+00,+1.574157015E+00
-9.761250E-03,+4.972141890E+00,+4.825413261E+00
-9.760000E-03,-68.059061E-03,-189.662062E-03
-9.758750E-03,+4.273649435E+00,+4.106820304E+00
-9.757500E-03,+2.539981112E+00,+2.307825349E+00
-9.756250E-03,+1.278674593E+00,+996.267574E-03
-9.755000E-03,+5.097770029E+00,+5.061594163E+00
-9.753750E-03,+213.347971E-03,-89.159550E-03
-9.752500E-03,+3.987217277E+00,+3.724910760E+00
-9.751250E-03,+2.620383121E+00,+2.317875600E+00
-9.750000E-03,+1.740986146E+00,+1.403302745E+00
-9.748750E-03,+4.886714755E+00,+4.604307736E+00
-9.747500E-03,+67.619330E-03,-109.260052E-03
-9.746250E-03,+4.218373054E+00,+3.880689653E+00
-9.745000E-03,+2.665609252E+00,+2.292749972E+00
-9.743750E-03,+1.328925849E+00,+880.689686E-03
-9.742500E-03,+5.097770029E+00,+5.081694665E+00
-9.741250E-03,+585.207264E-03,+152.046477E-03
-9.740000E-03,+3.665609241E+00,+3.282699710E+00
-9.738750E-03,+3.012342916E+00,+2.599282632E+00
-9.737500E-03,+1.243498714E+00,+780.187174E-03
-9.736250E-03,+5.092744904E+00,+5.071644414E+00
-9.735000E-03,+464.604250E-03,+6.317836E-03
-9.733750E-03,+4.072644412E+00,+3.654559002E+00
-9.732500E-03,+2.841488647E+00,+2.368126856E+00
-9.731250E-03,+1.168121830E+00,+654.559035E-03
-9.730000E-03,+5.112845406E+00,+5.081694665E+00
-9.728750E-03,+514.855506E-03,+21.393213E-03
-9.727500E-03,+3.891739891E+00,+3.428428351E+00
-9.726250E-03,+3.067619297E+00,+2.559081627E+00
-9.725000E-03,+1.137971077E+00,+604.307779E-03
-9.723750E-03,+5.127920783E+00,+5.091744916E+00
-9.722500E-03,+670.634399E-03,+136.971101E-03
-9.721250E-03,+3.801287631E+00,+3.312850463E+00
-9.720000E-03,+3.022393167E+00,+2.503805246E+00
-9.718750E-03,+1.293749970E+00,+719.885667E-03
-9.717500E-03,+5.107820280E+00,+5.091744916E+00
-9.716250E-03,+595.257515E-03,+16.368087E-03
-9.715000E-03,+3.841488636E+00,+3.317875589E+00
-9.713750E-03,+2.926915781E+00,+2.393252483E+00
-9.712500E-03,+1.524905746E+00,+915.865565E-03
-9.711250E-03,+4.931940885E+00,+4.775162005E+00
-9.710000E-03,+379.177115E-03,-33.883169E-03
-9.708750E-03,+4.469629332E+00,+3.915865532E+00
-9.707500E-03,+2.539981112E+00,+1.920890679E+00
-9.706250E-03,+1.685709765E+00,+1.011342950E+00
-9.705000E-03,+4.936966011E+00,+4.785212256E+00
-9.703750E-03,+469.629376E-03,-18.807792E-03
-9.702500E-03,+3.891739891E+00,+3.262599207E+00
-9.701250E-03,+3.057569046E+00,+2.513855497E+00
-9.700000E-03,+1.766111774E+00,+1.172146969E+00
-9.698750E-03,+4.886714755E+00,+4.388227336E+00
-9.697500E-03,+77.669581E-03,-104.234927E-03
-9.696250E-03,+4.740986113E+00,+4.111845429E+00
-9.695000E-03,+2.223398201E+00,+1.559081638E+00
-9.693750E-03,+2.303800210E+00,+1.614358019E+00
-9.692500E-03,+4.761086616E+00,+4.177172062E+00
-9.691250E-03,-52.983684E-03,-104.234927E-03
-9.690000E-03,+4.876664504E+00,+4.282699699E+00
-9.688750E-03,+1.771136899E+00,+1.126920839E+00
-9.687500E-03,+3.047518795E+00,+2.378177107E+00
-9.686250E-03,+3.936966022E+00,+3.237473580E+00
-9.685000E-03,+585.207264E-03,+71.644468E-03
-9.683750E-03,+5.052543899E+00,+4.815363010E+00
-9.682500E-03,+1.469629365E+00,+805.312802E-03
-9.681250E-03,+3.168121809E+00,+2.488729869E+00
-9.680000E-03,+3.710835371E+00,+3.041493682E+00
-9.678750E-03,+856.564045E-03,+91.744970E-03
-9.677500E-03,+5.092744904E+00,+5.106820293E+00
-9.676250E-03,+952.041431E-03,+242.498738E-03
-9.675000E-03,+3.947016273E+00,+3.292749961E+00
-9.673750E-03,+2.806312768E+00,+2.071644447E+00
-9.672500E-03,+1.846513783E+00,+1.071644457E+00
-9.671250E-03,+4.911840383E+00,+4.468629345E+00
-9.670000E-03,+223.398223E-03,-64.033922E-03
-9.668750E-03,+4.846513750E+00,+4.136971057E+00
-9.667500E-03,+2.047518806E+00,+1.322900736E+00
-9.666250E-03,+2.781187140E+00,+2.026418316E+00
-9.665000E-03,+4.057569035E+00,+3.348026342E+00
-9.663750E-03,+690.734901E-03,+116.870598E-03
-9.662500E-03,+5.012342894E+00,+4.790237382E+00
